Decade,UN_Geosheme_Subregion,Disaster_Type,RCP,Financial_Impact,Human_Impact,DO,°C
2090,Australia and New Zealand,Floods,2.6,65643914,570789,74,-15
2090,Australia and New Zealand,Floods,4.5,67800680,323433,7,14
2090,Australia and New Zealand,Floods,6.0,32757689,508544,62,-31
2090,Australia and New Zealand,Floods,8.5,91673245,710172,85,-43
2090,Australia and New Zealand,Storms,2.6,45483966,142789,95,-44
2090,Australia and New Zealand,Storms,4.5,25767337,202751,66,1
2090,Australia and New Zealand,Storms,6.0,10370990,564462,54,7
2090,Australia and New Zealand,Storms,8.5,94910451,925916,30,33
2090,Caribbean,Droughts,2.6,34394090,627740,41,1
2090,Caribbean,Droughts,4.5,92114032,592510,5,-29
2090,Caribbean,Droughts,6.0,66594577,768948,80,-47
2090,Caribbean,Droughts,8.5,91600365,793667,15,-19
2090,Caribbean,Floods,2.6,90370781,776348,58,36
2090,Caribbean,Floods,4.5,55416623,943039,99,-53
2090,Caribbean,Floods,6.0,41325096,47913,0,-57
2090,Caribbean,Floods,8.5,82656784,791093,17,-26
2090,Caribbean,Storms,2.6,54439239,509329,98,10
2090,Caribbean,Storms,4.5,26515704,975103,10,-13
2090,Caribbean,Storms,6.0,86335915,294411,20,43
2090,Caribbean,Storms,8.5,13443849,188801,48,9
2090,Central America,Droughts,2.6,90023978,88090,22,-49
2090,Central America,Droughts,4.5,34350329,254084,13,42
2090,Central America,Droughts,6.0,79792851,918980,75,-56
2090,Central America,Droughts,8.5,58955688,790261,23,-28
2090,Central America,Floods,2.6,6705569,780839,58,29
2090,Central America,Floods,4.5,67164236,415393,32,15
2090,Central America,Floods,6.0,54834056,444729,83,-34
2090,Central America,Floods,8.5,68258312,550883,31,-26
2090,Central America,Storms,2.6,6659864,785921,29,-3
2090,Central America,Storms,4.5,89804972,58071,45,-21
2090,Central America,Storms,6.0,65608485,376261,64,-11
2090,Central America,Storms,8.5,99158053,294338,42,-5
2090,Central Asia,Droughts,2.6,61987484,532437,35,11
2090,Central Asia,Droughts,4.5,40123003,968143,74,8
2090,Central Asia,Droughts,6.0,54552859,506761,89,-36
2090,Central Asia,Droughts,8.5,15097921,175043,61,-34
2090,Central Asia,Floods,2.6,31015676,918430,66,25
2090,Central Asia,Floods,4.5,80865180,80473,41,-4
2090,Central Asia,Floods,6.0,12025283,727121,37,42
2090,Central Asia,Floods,8.5,96826974,872007,27,42
2090,Central Asia,Storms,2.6,71226760,914061,98,-40
2090,Central Asia,Storms,4.5,69144771,51406,63,-41
2090,Central Asia,Storms,6.0,59260346,630442,31,-1
2090,Central Asia,Storms,8.5,177261,612560,57,13
2090,Eastern Africa,Droughts,2.6,64237201,413705,72,-32
2090,Eastern Africa,Droughts,4.5,60252537,903802,35,8
2090,Eastern Africa,Droughts,6.0,11344140,303988,68,34
2090,Eastern Africa,Droughts,8.5,8953125,497513,12,10
2090,Eastern Africa,Floods,2.6,73749457,746444,72,42
2090,Eastern Africa,Floods,4.5,32261918,447303,82,40
2090,Eastern Africa,Floods,6.0,75864590,976154,81,-4
2090,Eastern Africa,Floods,8.5,80789702,120606,49,36
2090,Eastern Africa,Storms,2.6,69168079,176841,87,-52
2090,Eastern Africa,Storms,4.5,94560934,629637,33,23
2090,Eastern Africa,Storms,6.0,65170082,185822,24,-51
2090,Eastern Africa,Storms,8.5,66884308,391664,41,14
2090,Eastern Asia,Droughts,2.6,40075611,173242,51,15
2090,Eastern Asia,Droughts,4.5,85930224,715353,31,32
2090,Eastern Asia,Droughts,6.0,37476336,477638,64,-5
2090,Eastern Asia,Droughts,8.5,3886641,217665,35,-38
2090,Eastern Asia,Floods,2.6,6708182,195291,65,14
2090,Eastern Asia,Floods,4.5,12353528,827916,80,-48
2090,Eastern Asia,Floods,6.0,14681765,772962,12,-18
2090,Eastern Asia,Floods,8.5,6566252,839555,97,-13
2090,Eastern Asia,Storms,2.6,26533299,275767,42,-4
2090,Eastern Asia,Storms,4.5,31575616,32933,62,35
2090,Eastern Asia,Storms,6.0,10969150,688891,36,-25
2090,Eastern Asia,Storms,8.5,35186171,629119,63,-45
2090,Eastern Europe,Droughts,2.6,64258677,743930,58,-26
2090,Eastern Europe,Droughts,4.5,89670011,523183,39,41
2090,Eastern Europe,Droughts,6.0,43865225,15765,61,-33
2090,Eastern Europe,Droughts,8.5,47550774,496073,14,23
2090,Eastern Europe,Floods,2.6,42147546,806612,61,-19
2090,Eastern Europe,Floods,4.5,25390569,266941,78,-9
2090,Eastern Europe,Floods,6.0,25488292,280281,11,16
2090,Eastern Europe,Floods,8.5,10281243,389814,54,5
2090,Eastern Europe,Storms,2.6,94568043,409006,24,-45
2090,Eastern Europe,Storms,4.5,9745172,227824,40,2
2090,Eastern Europe,Storms,6.0,40533641,94717,44,37
2090,Eastern Europe,Storms,8.5,87803622,983219,21,-4
2090,Melanesia,Droughts,2.6,67225287,651409,75,-55
2090,Melanesia,Droughts,4.5,88363654,333426,58,7
2090,Melanesia,Droughts,6.0,43643426,12139,59,-22
2090,Melanesia,Droughts,8.5,18968249,872321,98,45
2090,Melanesia,Floods,2.6,24309904,471898,11,6
2090,Melanesia,Floods,4.5,80227135,212983,95,27
2090,Melanesia,Floods,6.0,44837521,150832,18,-14
2090,Melanesia,Floods,8.5,89248873,309463,61,-39
2090,Melanesia,Storms,2.6,20278048,687894,30,32
2090,Melanesia,Storms,4.5,87157745,267316,47,-32
2090,Melanesia,Storms,6.0,5395804,753806,90,-41
2090,Melanesia,Storms,8.5,31743325,355360,38,49
2090,Micronesia,Droughts,2.6,63011418,52901,23,-2
2090,Micronesia,Droughts,4.5,14080020,930245,46,2
2090,Micronesia,Droughts,6.0,95989026,455004,55,-27
2090,Micronesia,Droughts,8.5,99028156,239929,10,-41
2090,Micronesia,Floods,2.6,72734865,649508,7,-56
2090,Micronesia,Floods,4.5,82116612,516330,73,-43
2090,Micronesia,Floods,6.0,22945604,602467,36,-39
2090,Micronesia,Floods,8.5,52365625,531837,38,-46
2090,Micronesia,Storms,2.6,71567952,571142,54,-42
2090,Micronesia,Storms,4.5,10684819,21894,50,24
2090,Micronesia,Storms,6.0,91062122,231341,65,3
2090,Micronesia,Storms,8.5,27734668,916936,57,25
2090,Middle Africa,Droughts,2.6,87778415,952143,81,-59
2090,Middle Africa,Droughts,4.5,44095148,369134,88,22
2090,Middle Africa,Droughts,6.0,19002798,220434,80,32
2090,Middle Africa,Droughts,8.5,57464519,585519,69,46
2090,Middle Africa,Floods,2.6,82269813,705425,52,35
2090,Middle Africa,Floods,4.5,7669609,500420,39,6
2090,Middle Africa,Floods,6.0,62416145,100014,44,-52
2090,Middle Africa,Floods,8.5,4087013,932389,8,24
2090,Middle Africa,Storms,2.6,31156140,314954,49,-24
2090,Middle Africa,Storms,4.5,22145009,295008,98,-6
2090,Middle Africa,Storms,6.0,75612256,145060,60,27
2090,Middle Africa,Storms,8.5,18389048,523662,73,-57
2090,Northern Africa,Droughts,2.6,63687781,262495,70,21
2090,Northern Africa,Droughts,4.5,9263099,200664,10,4
2090,Northern Africa,Droughts,6.0,21690264,553203,1,47
2090,Northern Africa,Droughts,8.5,78422658,846985,31,27
2090,Northern Africa,Floods,2.6,19126153,317543,9,33
2090,Northern Africa,Floods,4.5,88510728,889983,54,44
2090,Northern Africa,Floods,6.0,99686533,303963,46,1
2090,Northern Africa,Floods,8.5,32353963,231725,46,48
2090,Northern Africa,Storms,2.6,67730892,197506,77,44
2090,Northern Africa,Storms,4.5,65872220,164806,35,14
2090,Northern Africa,Storms,6.0,64578215,109357,47,-52
2090,Northern Africa,Storms,8.5,16568420,128186,29,-21
2090,Northern America,Droughts,2.6,13204481,428817,17,45
2090,Northern America,Droughts,4.5,53287425,249491,26,20
2090,Northern America,Droughts,6.0,68341704,194954,51,15
2090,Northern America,Droughts,8.5,22400328,538237,37,-45
2090,Northern America,Floods,2.6,77950951,731159,42,0
2090,Northern America,Floods,4.5,21599374,466315,72,-59
2090,Northern America,Floods,6.0,70904558,463196,3,-4
2090,Northern America,Floods,8.5,78989187,325859,39,16
2090,Northern America,Storms,2.6,87353985,606420,31,19
2090,Northern America,Storms,4.5,61487101,555974,47,32
2090,Northern America,Storms,6.0,78045606,764078,15,5
2090,Northern America,Storms,8.5,22667672,265675,90,-2
2090,Northern Europe,Droughts,2.6,79244262,390473,85,-16
2090,Northern Europe,Droughts,4.5,84706604,523797,11,-57
2090,Northern Europe,Droughts,6.0,305325,371825,49,11
2090,Northern Europe,Droughts,8.5,22884272,831410,39,21
2090,Northern Europe,Floods,2.6,34125852,159912,52,28
2090,Northern Europe,Floods,4.5,77291083,589697,32,-41
2090,Northern Europe,Floods,6.0,40206571,917695,33,-34
2090,Northern Europe,Floods,8.5,51816196,146147,41,-22
2090,Northern Europe,Storms,2.6,21968942,506339,7,45
2090,Northern Europe,Storms,4.5,11238009,13535,46,-45
2090,Northern Europe,Storms,6.0,67198833,854728,80,43
2090,Northern Europe,Storms,8.5,42370258,378750,10,7
2090,Polynesia,Droughts,2.6,89433183,55808,86,-48
2090,Polynesia,Droughts,4.5,68266341,42934,38,-22
2090,Polynesia,Droughts,6.0,20412935,140918,26,-16
2090,Polynesia,Droughts,8.5,30443606,542868,22,-27
2090,Polynesia,Floods,2.6,72324024,347931,11,-28
2090,Polynesia,Floods,4.5,53507437,393099,68,-5
2090,Polynesia,Floods,6.0,52017861,802736,57,36
2090,Polynesia,Floods,8.5,97056967,369207,91,-2
2090,Polynesia,Storms,2.6,43111040,176441,94,26
2090,Polynesia,Storms,4.5,21554658,597399,30,-6
2090,Polynesia,Storms,6.0,70276393,855204,18,22
2090,Polynesia,Storms,8.5,69417147,903046,19,-16
2090,South America,Droughts,2.6,93563496,316467,21,-58
2090,South America,Droughts,4.5,88572548,805253,44,-6
2090,South America,Droughts,6.0,83769066,303697,93,-31
2090,South America,Droughts,8.5,22824028,885991,3,-50
2090,South America,Floods,2.6,80383802,43954,92,32
2090,South America,Floods,4.5,23846646,43534,77,-7
2090,South America,Floods,6.0,22788354,547377,38,-35
2090,South America,Floods,8.5,93157532,178347,34,13
2090,South America,Storms,2.6,50503581,28993,26,-9
2090,South America,Storms,4.5,68358395,667383,18,-12
2090,South America,Storms,6.0,41343855,962588,46,0
2090,South America,Storms,8.5,32248856,831410,14,29
2090,South-Eastern Asia,Droughts,2.6,1838677,385272,97,-46
2090,South-Eastern Asia,Droughts,4.5,72728946,526203,29,36
2090,South-Eastern Asia,Droughts,6.0,20649502,879697,6,-13
2090,South-Eastern Asia,Droughts,8.5,3732638,220057,11,-40
2090,South-Eastern Asia,Floods,2.6,91425128,634679,0,-51
2090,South-Eastern Asia,Floods,4.5,50131016,44871,60,15
2090,South-Eastern Asia,Floods,6.0,1015138,170216,39,47
2090,South-Eastern Asia,Floods,8.5,47516384,92941,50,46
2090,South-Eastern Asia,Storms,2.6,3606588,86262,99,-5
2090,South-Eastern Asia,Storms,4.5,20454552,890501,59,-15
2090,South-Eastern Asia,Storms,6.0,48609525,421831,23,-27
2090,South-Eastern Asia,Storms,8.5,59610026,144514,75,-18
2090,Southern Africa,Droughts,2.6,58648423,221472,64,39
2090,Southern Africa,Droughts,4.5,76365724,903404,97,-27
2090,Southern Africa,Droughts,6.0,30630173,342994,77,-9
2090,Southern Africa,Droughts,8.5,90913733,493336,0,-58
2090,Southern Africa,Floods,2.6,69865461,275392,96,-18
2090,Southern Africa,Floods,4.5,51997763,20790,69,5
2090,Southern Africa,Floods,6.0,37140474,553890,37,-55
2090,Southern Africa,Floods,8.5,38399554,273547,12,-3
2090,Southern Africa,Storms,2.6,85057662,345962,14,-7
2090,Southern Africa,Storms,4.5,73392449,357633,82,-7
2090,Southern Africa,Storms,6.0,90548087,795289,76,-26
2090,Southern Africa,Storms,8.5,72577157,493643,76,11
2090,Southern Asia,Droughts,2.6,25394254,107427,43,8
2090,Southern Asia,Droughts,4.5,73817487,647366,45,-29
2090,Southern Asia,Droughts,6.0,32464294,29290,48,-51
2090,Southern Asia,Droughts,8.5,98867923,131268,17,-27
2090,Southern Asia,Floods,2.6,22609953,409469,44,14
2090,Southern Asia,Floods,4.5,53303029,970698,95,15
2090,Southern Asia,Floods,6.0,16115613,36910,72,23
2090,Southern Asia,Floods,8.5,11931658,760612,29,15
2090,Southern Asia,Storms,2.6,27844296,92945,95,-29
2090,Southern Asia,Storms,4.5,79489721,508726,72,-7
2090,Southern Asia,Storms,6.0,5607101,166641,28,-46
2090,Southern Asia,Storms,8.5,43931679,430197,78,18
2090,Southern Europe,Droughts,2.6,7527844,702419,7,-41
2090,Southern Europe,Droughts,4.5,37394186,21203,25,4
2090,Southern Europe,Droughts,6.0,94337348,83650,20,49
2090,Southern Europe,Droughts,8.5,60117102,868185,42,-59
2090,Southern Europe,Floods,2.6,50153154,35214,84,26
2090,Southern Europe,Floods,4.5,53570012,723771,29,48
2090,Southern Europe,Floods,6.0,68225620,240705,62,-54
2090,Southern Europe,Floods,8.5,86129021,587686,63,-35
2090,Southern Europe,Storms,2.6,91845013,365924,54,-16
2090,Southern Europe,Storms,4.5,20849112,968486,9,-60
2090,Southern Europe,Storms,6.0,65793497,292857,18,4
2090,Southern Europe,Storms,8.5,74185574,125517,44,15
2090,Western Africa,Droughts,2.6,33508521,497834,73,31
2090,Western Africa,Droughts,4.5,5903028,494076,51,39
2090,Western Africa,Droughts,6.0,55882110,917011,91,-7
2090,Western Africa,Droughts,8.5,29510491,833300,1,7
2090,Western Africa,Floods,2.6,23895179,363416,89,44
2090,Western Africa,Floods,4.5,78685642,363150,78,41
2090,Western Africa,Floods,6.0,35090510,59664,84,-34
2090,Western Africa,Floods,8.5,9588039,616510,64,-56
2090,Western Africa,Storms,2.6,68021732,748271,95,-20
2090,Western Africa,Storms,4.5,14260881,508734,91,46
2090,Western Africa,Storms,6.0,44693194,413835,69,8
2090,Western Africa,Storms,8.5,3627627,482771,78,29
2090,Western Asia,Droughts,2.6,19989553,906015,47,-43
2090,Western Asia,Droughts,4.5,86359987,849031,70,-46
2090,Western Asia,Droughts,6.0,80598448,109943,43,-7
2090,Western Asia,Droughts,8.5,26684510,791439,5,-7
2090,Western Asia,Floods,2.6,34565161,526648,51,-18
2090,Western Asia,Floods,4.5,98827451,424044,94,20
2090,Western Asia,Floods,6.0,49083064,595746,22,-39
2090,Western Asia,Floods,8.5,63946656,541772,42,3
2090,Western Asia,Storms,2.6,83524482,45818,58,40
2090,Western Asia,Storms,4.5,97439532,243481,10,-50
2090,Western Asia,Storms,6.0,39781755,448178,54,-29
2090,Western Asia,Storms,8.5,35470933,575423,77,-31
2090,Western Europe,Droughts,2.6,36623980,622613,50,14
2090,Western Europe,Droughts,4.5,89150951,917645,82,16
2090,Western Europe,Droughts,6.0,32269157,535412,42,37
2090,Western Europe,Droughts,8.5,68157984,498018,51,6
2090,Western Europe,Floods,2.6,25901772,345498,55,-10
2090,Western Europe,Floods,4.5,49685593,93496,36,-28
2090,Western Europe,Floods,6.0,83681913,419092,45,26
2090,Western Europe,Floods,8.5,62282978,929559,2,3
2090,Western Europe,Storms,2.6,68873038,996828,72,36
2090,Western Europe,Storms,4.5,14359989,805245,40,24
2090,Western Europe,Storms,6.0,43512633,236083,94,-59
2090,Western Europe,Storms,8.5,26957660,449505,36,-8
